,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
2114,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia opossum,184.0,243.0,12.0,102.0,15.0,2.0,122.0,0.147,142.5,3000.0,0.0129,6.6,captivity,medium,acceptable,,,5.2989999999999995,2846.6,308.15
2115,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Gracilinanus,agilis,Paraguayan slender mouse opossum,,,,,12.0,,,,,22.0,,6.1,captivity,small,acceptable,,,,,
2116,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutrine opossum,,,14.0,,8.0,2.0,,,,370.0,,2.9,captivity,small,acceptable,,,2.265,812.0,308.95
2119,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,279.0,365.0,14.0,68.0,10.0,1.5,134.0,0.1,11.0,75.0,,5.0,captivity,small,acceptable,,,0.547,122.0,307.15
2120,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Marmosops,noctivagus,Rio Napo mouse opossum,,,,,,,,,,21.0,,4.5,captivity,small,acceptable,,,,,
2121,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Brown four-eyed opossum,,,,,5.0,,365.0,,,440.0,,3.0,captivity,small,acceptable,,,1.1440000000000001,336.0,308.15
2122,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Monodelphis,adusta,Sepia short-tailed opossum,,,,,,,,,,35.0,,4.1,captivity,small,acceptable,,,,,
2123,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Short bare-tailed opossum,180.0,180.0,,,7.0,1.5,,,,90.0,,3.9,captivity,tiny,acceptable,,,0.366,91.5,306.85
2124,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,122.0,122.0,15.0,53.0,9.0,4.0,53.0,0.1,20.3,105.0,,5.1,captivity,medium,acceptable,,,0.335,104.0,305.75
2126,Animalia,Chordata,Mammals,Didelphimorphia,Didelphidae,Philander,opossum,Gray four-eyed opossum,450.0,,,82.0,5.0,3.0,106.0,0.2,110.0,450.0,,4.4,captivity,small,acceptable,,,1.886,751.0,308.95
2127,Animalia,Chordata,Mammals,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,Pygmy gliding possum,240.0,365.0,,99.0,3.0,2.0,114.0,0.0178,5.65,13.0,0.0254,8.8,captivity,large,high,,,0.084,14.0,307.85
2129,Animalia,Chordata,Mammals,Diprotodontia,Burramyidae,Burramys,parvus,Mountain pygmy possum,320.0,320.0,15.0,60.0,3.5,1.0,365.0,,22.0,45.0,,12.0,unknown,medium,acceptable,,,0.205,44.3,309.25
2131,Animalia,Chordata,Mammals,Diprotodontia,Burramyidae,Cercartetus,nanus,Eastern pygmy possum,190.0,190.0,,62.0,4.0,2.0,95.0,0.0198,8.4,40.0,,10.3,captivity,small,acceptable,,,0.311,64.8,308.75
2134,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dendrolagus,dorianus,Doria's tree kangaroo,,,,600.0,1.0,,,,,9581.0,,19.0,captivity,tiny,acceptable,,,,,
2135,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,,,45.0,360.0,1.0,,,,,7400.0,,23.6,captivity,medium,acceptable,,,,,
2136,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dendrolagus,inustus,Grizzled tree kangaroo,510.0,,,540.0,1.0,,,,,11400.0,,23.8,captivity,tiny,acceptable,,,,,
2137,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,845.0,,32.0,500.0,1.0,,410.0,,,7200.0,,26.9,captivity,medium,acceptable,,,7.96,6960.0,309.45
2138,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dendrolagus,ursinus,Black tree kangaroo,,,,,1.0,,,,,8000.0,,20.0,captivity,small,acceptable,,,,,
2139,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,Gray dorcopsis,450.0,,,,1.0,,191.0,,,3570.0,,13.9,captivity,small,acceptable,,,,,
2140,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dorcopsis,muelleri,Brown dorcopsis,,,,270.0,1.0,,,,,5000.0,,12.4,captivity,small,acceptable,,,,,
2141,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,Papuan mountain wallaby,,,,,1.2,,,,,2988.0,,7.9,captivity,small,acceptable,,,,,
2142,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,363.0,,30.0,204.0,1.0,,153.0,,,3000.0,,8.8,captivity,small,acceptable,,,4.749,2660.0,309.15
2143,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,Rufous hare-wallaby,330.0,,,150.0,1.0,,125.0,,1000.0,1310.0,,13.2,captivity,medium,acceptable,,,,,
2145,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,365.0,425.0,29.0,214.0,1.0,1.8,220.0,0.634,2286.7,16000.0,,16.9,captivity,medium,acceptable,,,,,
2146,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,802.0,,34.0,426.0,1.0,,270.0,0.703,,49500.0,,19.8,captivity,small,acceptable,,,,,
2147,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,bernardus,Black wallaroo,,,,,1.0,,,,,17500.0,,11.8,captivity,tiny,acceptable,,,,,
2149,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,274.0,730.0,28.0,325.0,1.0,1.0,365.0,0.429,3000.0,6500.0,,15.1,captivity,medium,acceptable,,,7.78,4796.0,309.65
2150,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,670.0,880.0,30.0,540.0,1.0,1.0,385.0,0.9343299999999999,11000.0,28250.0,0.0108,23.2,captivity,large,high,,,,,309.65
2151,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,639.0,1290.0,36.0,319.0,1.0,1.0,342.0,0.8986700000000001,4000.0,49500.0,0.0066,25.0,captivity,large,high,,,,,309.45
2152,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,424.0,620.0,34.0,303.0,1.0,1.3,213.0,0.5067,754.0,4250.0,0.01,15.9,captivity,large,high,,,,,
2154,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,547.0,670.0,32.0,351.0,1.0,,264.0,0.703,2500.0,30000.0,0.0038,22.0,captivity,medium,acceptable,,,33.056,29647.9,309.25
2155,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,395.0,608.0,29.0,187.0,1.0,1.0,273.0,0.598,1483.3,16200.0,,15.2,captivity,large,acceptable,,,,,
2156,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,517.0,806.0,33.0,360.0,1.0,,241.0,0.784,5000.0,55000.0,0.0075,25.0,captivity,large,high,,,31.353,28500.0,309.05
2157,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Onychogalea,fraenata,Ridled nail-tailed wallaby,185.0,,23.0,165.0,1.0,,125.0,,1900.0,5500.0,,7.4,captivity,small,acceptable,,,,,
2158,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Onychogalea,unguifera,Northern nail-tailed wallaby,,,,,1.0,,,,,5800.0,,5.5,captivity,small,acceptable,,,,,
2160,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Petrogale,brachyotis,Western rock wallaby,,,,,1.0,,,,,3700.0,,10.1,captivity,small,acceptable,,,,,
2161,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,430.0,,30.0,175.0,1.0,1.0,171.0,,300.0,1250.0,,11.7,captivity,small,acceptable,,,,,
2163,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,540.0,590.0,30.0,273.0,1.0,,200.0,,735.0,6000.0,,14.3,captivity,medium,acceptable,,,,,
2164,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,541.0,,31.0,344.0,1.1,,196.0,0.5,2500.0,6000.0,,14.4,captivity,medium,acceptable,,,,,
2165,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,252.0,389.0,26.0,190.0,1.0,1.4,365.0,0.40399999999999997,500.0,3500.0,0.0081,13.8,captivity,small,acceptable,,,4.695,2702.3,
2166,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,435.0,435.0,29.0,202.0,1.0,1.0,204.0,0.42,1029.0,5000.0,0.0098,8.8,captivity,tiny,acceptable,,,,,
2167,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Thylogale,brunii,Dusky pademelon,,,,,1.0,,,,,,,9.4,captivity,tiny,acceptable,,,,,
2168,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,338.0,,29.0,252.0,1.0,,185.0,,,4100.0,,9.7,captivity,small,acceptable,,,,,
2169,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Thylogale,thetis,Red-necked pademelon,555.0,,,210.0,1.0,,182.0,,,3800.0,,9.0,captivity,small,acceptable,,,,,
2170,Animalia,Chordata,Mammals,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,426.0,426.0,36.0,256.0,1.0,1.4,243.0,0.61,,14625.0,0.0068,16.8,captivity,medium,acceptable,,,,,
2171,Animalia,Chordata,Mammals,Diprotodontia,Petauridae,Dactylopsila,trivirgata,Striped possum,,,,,1.5,,365.0,,,318.0,,9.6,captivity,small,acceptable,,,,,
2172,Animalia,Chordata,Mammals,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,475.0,464.0,16.0,115.0,1.5,2.0,183.0,,34.0,127.0,,14.1,captivity,tiny,acceptable,,,0.574,166.0,308.15
2173,Animalia,Chordata,Mammals,Diprotodontia,Petauridae,Petaurus,australis,Yellow-bellied glider,725.0,,,152.0,1.0,1.0,364.0,,285.0,572.5,,15.0,captivity,small,acceptable,,,,,
2174,Animalia,Chordata,Mammals,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,236.0,456.0,16.0,122.0,2.0,1.3,311.0,0.19399999999999998,25.0,110.0,0.0188,17.8,captivity,large,high,,,0.517,129.3,309.05
2175,Animalia,Chordata,Mammals,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,,,20.0,122.0,1.5,,183.0,,,405.0,0.0249,14.8,captivity,medium,acceptable,,,,,
2177,Animalia,Chordata,Mammals,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground cuscus,,,13.0,270.0,1.0,,,,,2400.0,,18.9,captivity,small,acceptable,,,,,309.55
2179,Animalia,Chordata,Mammals,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Spotted cuscus,,243.0,13.0,240.0,2.0,,365.0,,1700.0,3500.0,,17.0,captivity,tiny,acceptable,,,6.27,4250.0,307.85
2182,Animalia,Chordata,Mammals,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,315.0,730.0,17.0,204.0,1.0,1.5,274.0,0.27899999999999997,740.0,2395.0,0.0206,15.9,captivity,medium,acceptable,,,3.8,1993.5,309.15
2184,Animalia,Chordata,Mammals,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,646.0,1095.0,31.0,342.0,1.0,1.0,471.0,0.36,1155.0,9300.0,0.0028,22.1,captivity,large,high,,,5.744,4732.4,308.95
2185,Animalia,Chordata,Mammals,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,333.0,380.0,23.0,162.0,1.0,3.0,115.0,,,3250.0,,12.8,captivity,tiny,acceptable,,,5.978,2820.0,
2188,Animalia,Chordata,Mammals,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,180.0,,18.0,150.0,1.0,3.0,102.0,0.29,500.0,1500.0,,18.8,captivity,medium,acceptable,,,3.1319999999999997,1018.0,310.35
2190,Animalia,Chordata,Mammals,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo,755.0,,38.0,161.0,1.0,,151.0,,890.0,1650.0,,15.3,captivity,small,acceptable,,,,,
2191,Animalia,Chordata,Mammals,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,400.0,,30.0,154.0,1.0,2.0,145.0,0.33299999999999996,118.0,1430.0,0.0122,14.5,captivity,medium,acceptable,,,2.556,1045.5,309.05
2192,Animalia,Chordata,Mammals,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,Lemuroid ringtail possum,,,,,1.0,,365.0,,,1040.0,,5.4,captivity,small,acceptable,,,,,
2194,Animalia,Chordata,Mammals,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,Ring-tailed possum,365.0,365.0,,180.0,2.0,1.5,200.0,0.3,400.0,850.0,,10.1,captivity,medium,acceptable,,,2.27,859.3,310.55
2196,Animalia,Chordata,Mammals,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,Northern hairy-nosed wombat,,,,365.0,1.0,1.0,548.0,,,31000.0,,30.0,captivity,small,acceptable,,,,,
2197,Animalia,Chordata,Mammals,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,547.0,547.0,21.0,312.0,1.0,,365.0,0.5,3633.0,25500.0,,29.9,captivity,medium,acceptable,,,16.000999999999998,27348.2,308.45
2198,Animalia,Chordata,Mammals,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,730.0,730.0,27.0,350.0,1.0,,730.0,0.5,5700.0,25500.0,,30.0,captivity,small,acceptable,,,,,
2199,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,84.0,,35.0,44.0,6.0,1.0,,10.0,,500.0,0.039,11.4,captivity,large,high,,,0.828,450.0,308.35
2203,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Erinaceus,amurensis,Amur hedgehog,,,,,,,,,,,,8.0,captivity,tiny,acceptable,,,,,
2204,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,213.0,,35.0,,4.5,1.5,,22.0,,719.0,,7.0,captivity,tiny,acceptable,,,1.9369999999999998,822.7,308.35
2205,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,253.0,253.0,30.0,42.0,1.5,1.6,,14.7,235.0,750.0,,11.7,captivity,medium,acceptable,,,2.434,1213.5,307.15
2206,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,213.0,,39.0,36.0,4.0,1.0,365.0,10.0,,342.0,,7.6,captivity,small,acceptable,,,0.845,398.5,306.95
2207,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,,,37.0,50.0,3.0,1.0,,8.5,,188.0,,6.3,captivity,small,acceptable,,,0.63,451.5,307.35
2208,Animalia,Chordata,Mammals,Erinaceomorpha,Erinaceidae,Paraechinus,hypomelas,Brandt's hedgehog,,,,61.0,3.2,1.0,,,,292.0,,7.0,captivity,small,acceptable,,,,,
2209,Animalia,Chordata,Mammals,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree hyrax,365.0,365.0,229.0,152.0,2.0,,,380.0,,3000.0,,13.6,captivity,small,acceptable,,,,,
2211,Animalia,Chordata,Mammals,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,500.0,500.0,215.0,116.0,3.0,1.0,365.0,205.0,500.0,3600.0,0.0112,14.8,captivity,medium,acceptable,,,4.954,2458.0,310.15
2215,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare,,,38.0,,2.1,2.5,,,,2519.0,,13.0,captivity,small,acceptable,,,,,
2216,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,243.0,,44.0,41.0,1.0,3.7,,84.34,1300.0,4175.0,0.0225,11.8,captivity,tiny,acceptable,,,7.314,2300.0,312.35
2218,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Lepus,europaeus,European hare,236.0,,42.0,29.0,2.0,3.8,,119.67,390.0,4175.0,0.0191,10.7,captivity,small,acceptable,,,,,311.45
2219,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,266.0,,50.0,23.0,2.0,2.1,50.0,107.93,492.0,4175.0,,18.0,wild,medium,acceptable,,,8.443,3014.5,312.85
2222,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,164.0,107.0,29.0,28.0,3.0,5.0,,34.5,,900.0,,7.8,captivity,small,acceptable,,,2.506,686.9,311.45
2224,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,123.0,,30.0,24.0,5.0,3.9,30.0,40.0,118.5,1150.0,0.0243,9.8,captivity,small,acceptable,,,,,
2225,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,121.0,,30.0,34.0,3.6,3.5,,,,760.0,,7.4,captivity,small,acceptable,,,,,
2226,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit,219.0,,34.0,,2.3,6.0,,,,1233.0,,7.6,captivity,small,acceptable,,,,,
2227,Animalia,Chordata,Mammals,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,120.0,,28.0,16.0,4.8,2.5,,30.0,,902.6,,9.3,captivity,tiny,acceptable,,,,,
2229,Animalia,Chordata,Mammals,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,,,28.0,,3.0,,,9.6,,120.0,,9.4,captivity,small,acceptable,,,,,
2230,Animalia,Chordata,Mammals,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,347.0,,30.0,28.0,3.0,2.2,30.0,9.0,81.1,100.0,0.0376,7.0,captivity,small,acceptable,,,0.932,109.0,313.25
2234,Animalia,Chordata,Mammals,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,335.0,183.0,52.0,38.0,1.6,,67.0,10.0,,52.0,,9.3,captivity,small,acceptable,,,0.29,46.5,310.35
2235,Animalia,Chordata,Mammals,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,,,76.0,,2.5,2.0,,,,48.0,,7.2,captivity,small,acceptable,,,0.28800000000000003,49.0,310.25
2236,Animalia,Chordata,Mammals,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,50.0,50.0,61.0,23.0,1.0,5.2,84.0,10.6,29.0,58.0,0.0481,7.9,captivity,small,acceptable,,,0.317,53.0,310.45
2237,Animalia,Chordata,Mammals,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,44.0,,65.0,19.0,1.6,,,7.0,,40.0,,8.7,captivity,medium,acceptable,,,0.292,39.0,309.35
2239,Animalia,Chordata,Mammals,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,38.0,,42.0,15.0,1.0,4.5,81.0,80.0,180.0,540.0,,11.0,captivity,small,acceptable,,,,,
2242,Animalia,Chordata,Mammals,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,548.0,548.0,17.0,106.0,2.0,,365.0,,,1250.0,,22.6,captivity,small,acceptable,,,1.931,1030.3,307.15
2243,Animalia,Chordata,Mammals,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,548.0,548.0,22.0,200.0,1.0,,730.0,0.379,400.0,3500.0,0.013000000000000001,49.5,captivity,medium,acceptable,,,2.327,2909.0,303.85
2244,Animalia,Chordata,Mammals,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna,,,10.0,152.0,1.0,,,,400.0,7500.0,,41.2,captivity,tiny,acceptable,,,6.492999999999999,11848.6,303.95
2247,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Echymipera,rufescens,Long-nosed echymipera,,,,,2.2,,,,,1250.0,,3.1,captivity,small,acceptable,,,2.255,886.6,308.05
2248,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,,,12.0,,2.6,,,,,485.0,,6.7,captivity,tiny,acceptable,,,0.8370000000000001,428.0,306.95
2249,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,122.0,200.0,12.0,60.0,4.0,2.7,58.0,0.1883,100.0,1600.0,0.0145,6.8,captivity,small,acceptable,,,3.202,1551.0,309.05
2250,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,210.0,,15.0,62.0,2.73,2.2,140.0,0.35,125.0,700.0,0.0135,6.5,captivity,small,acceptable,,,1.238,717.0,307.05
2251,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,120.0,,12.0,,1.8,,,,100.0,226.0,,5.8,captivity,small,acceptable,,,,,
2252,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,91.0,152.0,12.0,60.0,2.0,3.8,65.0,0.25,136.7,766.0,0.0142,6.1,captivity,medium,acceptable,,,1.902,695.0,308.35
2253,Animalia,Chordata,Mammals,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,135.0,,12.0,66.0,2.7,,53.0,0.245,150.0,859.0,,5.6,captivity,small,acceptable,,,1.7630000000000001,645.0,309.25
2255,Animalia,Chordata,Mammals,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot or bilby,150.0,,17.0,110.0,2.0,4.0,175.0,,,1300.0,,9.6,captivity,medium,acceptable,,,2.4,1245.5,308.15
2256,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,asinus,African wild ass,708.0,1005.0,359.0,,1.0,,,30000.0,,164998.0,,47.0,captivity,large,high,,,164.92,177500.0,
2257,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,caballus,Horse,914.0,973.0,337.0,274.0,1.0,1.0,548.0,38000.0,,300000.0,,57.0,captivity,large,high,0.0002,4.0,,,311.45
2258,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,1278.0,1461.0,406.0,259.0,1.0,0.5,575.0,40000.0,,384000.0,,31.0,captivity,large,high,,,,,
2259,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,hemionus,Kulan,1157.0,1187.0,339.0,456.0,1.0,0.7,458.0,,,230000.0,,31.6,captivity,medium,acceptable,,,,,
2260,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,kiang,Kiang,,,299.0,,,0.5,,,,275000.0,,30.1,captivity,medium,acceptable,,,,,
2261,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,quagga,Quagga,900.0,900.0,365.0,395.0,1.0,0.6,556.0,32000.0,205000.0,280000.0,0.0038,38.0,captivity,large,high,,,,,
2262,Animalia,Chordata,Mammals,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,1009.0,1279.0,362.0,304.0,1.0,0.6,670.0,35000.0,,296000.0,,33.2,captivity,medium,acceptable,,,,,
2263,Animalia,Chordata,Mammals,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,1643.0,1643.0,515.0,365.0,1.0,0.4,1009.0,52500.0,,2175000.0,,45.0,captivity,large,high,,,,,
2264,Animalia,Chordata,Mammals,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,2738.0,,236.0,502.0,1.0,0.3,1278.0,23000.0,,1260000.0,,32.8,captivity,tiny,acceptable,,,,,
2265,Animalia,Chordata,Mammals,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,1826.0,2254.0,474.0,634.0,1.0,0.4,1059.0,36500.0,,1100000.0,0.0033,49.0,captivity,medium,acceptable,,,,,312.15
2267,Animalia,Chordata,Mammals,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,1678.0,2557.0,479.0,456.0,1.0,0.3,850.0,58000.0,885812.0,1602330.0,,43.5,captivity,medium,acceptable,,,,,310.55
2268,Animalia,Chordata,Mammals,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,1095.0,1095.0,392.0,183.0,1.0,0.5,730.0,6500.0,,250000.0,,36.5,captivity,medium,acceptable,,,,,309.95
2269,Animalia,Chordata,Mammals,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir,,,401.0,,1.0,0.7,,9400.0,,300000.0,,29.6,captivity,medium,acceptable,,,,,
2270,Animalia,Chordata,Mammals,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir,,,398.0,,1.0,,,4270.0,,148950.0,,28.5,captivity,small,acceptable,,,,,
2271,Animalia,Chordata,Mammals,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,1095.0,1095.0,398.0,289.0,1.0,,,6000.0,86260.0,250000.0,,39.6,captivity,large,high,,,,,309.65
2277,Animalia,Chordata,Mammals,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,1279.0,1644.0,279.0,152.0,1.0,1.0,616.0,356.0,,6250.0,0.002,36.8,captivity,medium,acceptable,,,,,
2278,Animalia,Chordata,Mammals,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,730.0,1095.0,350.0,21.0,1.0,0.7,456.0,402.0,,6250.0,,41.0,captivity,medium,acceptable,,,3.891,4005.2,307.55
2279,Animalia,Chordata,Mammals,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,1186.0,1186.0,184.0,56.0,1.0,1.2,,1600.0,,28500.0,0.0088,31.0,captivity,medium,acceptable,,,14.543,30600.0,305.65
2280,Animalia,Chordata,Mammals,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,,,163.0,,,1.0,,,,4500.0,,16.0,captivity,tiny,acceptable,,,5.124,3884.2,305.15
2281,Animalia,Chordata,Mammals,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,365.0,,160.0,,1.0,1.4,,,,4500.0,,19.0,captivity,medium,acceptable,,,5.015,3500.0,306.65
2282,Animalia,Chordata,Mammals,Primates,Aotidae,Aotus,azarae,Azara's night monkey,,,,234.0,1.0,1.0,365.0,,,1230.0,,30.0,captivity,small,acceptable,,,,,
2283,Animalia,Chordata,Mammals,Primates,Aotidae,Aotus,lemurinus,Lemurine night monkey,,,135.0,76.0,1.0,1.0,365.0,98.0,,874.0,,33.8,captivity,medium,acceptable,,,,,
